sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,Placed
8423,M,85.42,Others,65.14,Others,Arts,90.89,Arts,No,82.99,Mkt&Fin,77.67,Not Placed,490981,No
8424,M,87.31,Central,81.1,Others,Science,88.56,Comm&Mgmt,No,91.41,Mkt&HR,91.72,Placed,349749.259823577,Yes
8425,F,93.17,Others,58.12,Central,Commerce,86.95,Sci&Tech,Yes,62.86,Mkt&HR,52.08,Placed,349749.259823577,Yes
8426,M,72.75,Central,95.32,Others,Commerce,50.61,Arts,No,62.69,Mkt&HR,82.58,Not Placed,349749.259823577,No
8427,F,57.47,Central,87.36,Central,Science,87.85,Comm&Mgmt,No,82.59,Mkt&Fin,94.93,Not Placed,349749.259823577,No
8428,M,62.41,Others,60.63,Central,Commerce,67.5,Arts,Yes,80.82,Mkt&HR,80.04,Placed,349749.259823577,Yes
8429,F,88.3,Central,62.62,Others,Science,74.88,Sci&Tech,Yes,60.62,Mkt&HR,50.13,Placed,349749.259823577,Yes
8430,F,80.46,Central,51.52,Others,Commerce,55.51,Comm&Mgmt,No,65.41,Mkt&Fin,55.13,Not Placed,349749.259823577,No
8431,F,67.84,Others,69.97,Others,Commerce,99.82,Sci&Tech,Yes,72.54,Mkt&Fin,70.37,Placed,266057,Yes
8432,F,66.98,Others,52,Others,Science,51.6,Comm&Mgmt,Yes,69.06,Mkt&HR,64.79,Not Placed,201436,No
8433,M,78.77,Others,53.24,Central,Science,74.39,Comm&Mgmt,Yes,91.73,Mkt&Fin,82.31,Placed,349749.259823577,Yes
8434,M,58.27,Central,95.08,Central,Commerce,86.06,Sci&Tech,Yes,89.05,Mkt&Fin,76.18,Not Placed,349749.259823577,No
8435,M,61.72,Others,68.96,Others,Arts,55.36,Comm&Mgmt,No,54.12,Mkt&HR,85.59,Not Placed,349749.259823577,No
8436,F,92.38,Central,64.43,Central,Commerce,91.73,Comm&Mgmt,Yes,60.33,Mkt&HR,64.99,Placed,349749.259823577,Yes
8437,F,57.29,Central,82.23,Others,Arts,81.57,Comm&Mgmt,No,77.34,Mkt&HR,95.08,Placed,349749.259823577,Yes
8438,M,54.84,Others,82.86,Others,Commerce,64.88,Arts,No,57.69,Mkt&Fin,54.7,Placed,349749.259823577,Yes
8439,F,70.08,Others,74.54,Central,Commerce,78.61,Arts,No,67.11,Mkt&Fin,53.56,Not Placed,341166,No
8440,M,58.44,Central,94.18,Others,Commerce,70.26,Comm&Mgmt,No,60.36,Mkt&HR,53.66,Placed,349749.259823577,Yes
8441,F,58.63,Central,90.03,Central,Science,85.04,Arts,No,53.7,Mkt&Fin,98.26,Not Placed,349749.259823577,No
8442,M,62.11,Central,59.53,Central,Commerce,97.6,Comm&Mgmt,No,68.82,Mkt&Fin,87.48,Placed,349749.259823577,Yes
8443,F,55.55,Others,69.55,Others,Commerce,52.27,Comm&Mgmt,No,68.37,Mkt&Fin,52.52,Placed,287935,Yes
8444,F,68.07,Central,62.99,Central,Science,99.56,Comm&Mgmt,Yes,75.25,Mkt&HR,73.71,Placed,349749.259823577,Yes
8445,F,52.82,Others,93.83,Central,Science,87.62,Arts,No,66.7,Mkt&Fin,69.13,Placed,349749.259823577,Yes
8446,M,86.82,Central,83.7,Central,Science,72.8,Arts,Yes,61.33,Mkt&HR,90.08,Not Placed,349749.259823577,No
8447,M,97.13,Others,58.96,Others,Arts,82.38,Comm&Mgmt,No,59.55,Mkt&Fin,61.33,Placed,496033,Yes
8448,F,89.07,Central,58.45,Others,Arts,62.52,Sci&Tech,No,74.53,Mkt&Fin,52.55,Placed,349749.259823577,Yes
8449,M,63.9,Central,99.53,Central,Science,72.44,Comm&Mgmt,No,77.99,Mkt&HR,67.96,Not Placed,349749.259823577,No
8450,M,83.95,Others,59.43,Central,Arts,89.33,Comm&Mgmt,No,90.81,Mkt&HR,70.67,Placed,349749.259823577,Yes
8451,F,93.63,Central,53.66,Others,Arts,71.51,Arts,No,91.07,Mkt&HR,98.72,Placed,349749.259823577,Yes
8452,F,54.66,Central,93.06,Central,Arts,61.09,Arts,No,91.81,Mkt&Fin,79.31,Not Placed,349749.259823577,No
8453,F,58.72,Others,55.31,Others,Commerce,70.06,Sci&Tech,No,66.35,Mkt&Fin,51.77,Placed,349749.259823577,Yes
8454,M,78.96,Others,68.34,Central,Science,59.89,Sci&Tech,Yes,68.05,Mkt&Fin,50,Placed,349749.259823577,Yes
8455,F,81.69,Central,80.7,Central,Arts,73.37,Sci&Tech,Yes,71.3,Mkt&HR,88.48,Not Placed,374539,No
8456,F,72.15,Central,85.98,Central,Science,50.89,Arts,No,65.86,Mkt&HR,84.98,Not Placed,381831,No
8457,M,97.31,Others,71,Central,Arts,97.03,Arts,Yes,97.86,Mkt&HR,58.19,Placed,349749.259823577,Yes
8458,F,55.74,Central,63.57,Central,Arts,54.32,Sci&Tech,Yes,76.96,Mkt&Fin,89.23,Placed,349749.259823577,Yes
8459,M,52.76,Others,78.46,Central,Science,67.03,Sci&Tech,No,66.27,Mkt&Fin,80.9,Placed,349749.259823577,Yes
8460,F,58.59,Others,74.88,Central,Science,63.98,Comm&Mgmt,Yes,58.21,Mkt&HR,92.55,Not Placed,285351,No
8461,F,68.35,Central,79.35,Others,Arts,50.42,Sci&Tech,Yes,98.11,Mkt&Fin,96.47,Not Placed,349749.259823577,No
8462,M,95.55,Others,60.11,Central,Commerce,50.44,Sci&Tech,No,79.72,Mkt&HR,53.33,Not Placed,349749.259823577,No
8463,F,60.79,Central,88.86,Others,Science,65.32,Comm&Mgmt,No,97.16,Mkt&HR,65.21,Placed,349749.259823577,Yes
8464,F,56.37,Others,78.39,Central,Science,56.77,Sci&Tech,No,97.8,Mkt&HR,82.81,Placed,258776,Yes
8465,M,50.26,Central,60.13,Central,Commerce,57.75,Comm&Mgmt,No,65.57,Mkt&Fin,74.2,Not Placed,349749.259823577,No
8466,M,77.12,Others,55.02,Central,Science,65.96,Arts,No,67.36,Mkt&Fin,84.96,Placed,349749.259823577,Yes
8467,F,90.64,Others,59.42,Others,Arts,55.66,Comm&Mgmt,Yes,50.02,Mkt&HR,91.44,Placed,349749.259823577,Yes
8468,M,74.05,Central,86.51,Others,Science,59.9,Sci&Tech,No,79.18,Mkt&Fin,67.27,Not Placed,349749.259823577,No
8469,F,91.6,Central,51.51,Others,Science,53.1,Comm&Mgmt,Yes,75.8,Mkt&HR,59.86,Not Placed,349749.259823577,No
8470,M,59.63,Central,62.75,Others,Arts,68.56,Sci&Tech,Yes,72.85,Mkt&HR,93.59,Placed,366165,Yes
8471,M,59.75,Others,87.39,Central,Arts,69.3,Sci&Tech,Yes,62.43,Mkt&HR,69.44,Not Placed,346978,No
8472,M,94.03,Central,58.31,Central,Commerce,53.25,Comm&Mgmt,No,90.18,Mkt&Fin,95.55,Not Placed,349749.259823577,No
8473,F,53.54,Central,74.77,Central,Science,92.88,Comm&Mgmt,Yes,98.9,Mkt&Fin,60.41,Not Placed,304840,No
8474,F,50.54,Others,73.34,Central,Science,77.78,Sci&Tech,No,78.6,Mkt&Fin,68.85,Placed,349749.259823577,Yes
8475,M,71.18,Others,80.58,Others,Commerce,93.4,Arts,Yes,89.43,Mkt&Fin,98.23,Not Placed,349749.259823577,No
8476,M,97.96,Others,84.23,Central,Arts,51.31,Sci&Tech,No,92.51,Mkt&Fin,65.72,Not Placed,349749.259823577,No
8477,F,63.48,Central,78.75,Central,Science,90.56,Arts,No,71.02,Mkt&HR,81.82,Not Placed,269549,No
8478,F,59.31,Central,59.64,Others,Commerce,57.3,Sci&Tech,No,71.75,Mkt&HR,62.24,Not Placed,349749.259823577,No
8479,M,50.65,Central,63.84,Others,Commerce,52.58,Arts,Yes,99.64,Mkt&Fin,60.74,Placed,349749.259823577,Yes
8480,F,75.29,Central,73.32,Others,Science,91.67,Comm&Mgmt,Yes,68.44,Mkt&HR,95.29,Not Placed,349749.259823577,No
8481,F,92.44,Others,83.65,Others,Science,89.63,Arts,Yes,52.81,Mkt&HR,62.73,Placed,349749.259823577,Yes
8482,M,85.11,Central,85.84,Others,Science,72.78,Comm&Mgmt,Yes,98.94,Mkt&Fin,73.19,Placed,349749.259823577,Yes
8483,F,89.06,Central,99.36,Central,Science,99.95,Sci&Tech,No,52.62,Mkt&Fin,71.44,Not Placed,349749.259823577,No
8484,M,68.44,Others,62.81,Central,Commerce,75.45,Comm&Mgmt,No,96.19,Mkt&HR,72.54,Not Placed,382786,No
8485,F,98.83,Others,88.85,Central,Arts,83.4,Comm&Mgmt,Yes,86.36,Mkt&Fin,61.47,Placed,349749.259823577,Yes
8486,F,67.32,Central,68.21,Others,Arts,90.71,Comm&Mgmt,Yes,96.61,Mkt&Fin,68.94,Not Placed,413279,No
8487,F,81.65,Central,61.03,Central,Science,57.63,Arts,No,98.77,Mkt&Fin,83.86,Not Placed,349749.259823577,No
8488,M,87.48,Others,95.74,Others,Commerce,73.06,Arts,No,92.17,Mkt&HR,62.2,Not Placed,349749.259823577,No
8489,F,86.94,Others,65.85,Others,Commerce,81.25,Sci&Tech,Yes,90.79,Mkt&HR,86.07,Not Placed,349749.259823577,No
8490,M,73.8,Others,55.2,Central,Arts,98.15,Comm&Mgmt,No,86.31,Mkt&Fin,91.64,Placed,349749.259823577,Yes
8491,M,97.38,Central,51.6,Central,Science,66.16,Sci&Tech,No,84.18,Mkt&HR,63.58,Placed,349749.259823577,Yes
8492,F,88.74,Central,78.43,Others,Science,72.47,Sci&Tech,Yes,84.08,Mkt&HR,56.41,Not Placed,324187,No
8493,F,61.32,Others,98.44,Central,Science,64.14,Sci&Tech,Yes,67.07,Mkt&Fin,90.03,Not Placed,349749.259823577,No
8494,F,65.15,Central,93.11,Others,Science,72.93,Comm&Mgmt,No,86.79,Mkt&Fin,56.95,Not Placed,221259,No
8495,F,67.21,Central,56.89,Others,Science,90.93,Comm&Mgmt,No,60.2,Mkt&HR,76.75,Not Placed,351460,No
8496,M,62.02,Others,97.99,Others,Science,83.8,Sci&Tech,No,96.89,Mkt&Fin,88.01,Not Placed,349749.259823577,No
8497,F,91.5,Others,88.37,Others,Commerce,85.9,Arts,Yes,51.32,Mkt&Fin,90.44,Not Placed,349749.259823577,No
8498,M,77.23,Central,76.04,Central,Arts,63.49,Comm&Mgmt,Yes,70.36,Mkt&Fin,62.31,Not Placed,246340,No
8499,F,68.65,Central,77.91,Others,Arts,54.05,Comm&Mgmt,No,80.13,Mkt&Fin,73.7,Placed,349749.259823577,Yes
8500,M,52.62,Others,97.19,Others,Arts,57.14,Comm&Mgmt,Yes,57.39,Mkt&HR,81.35,Placed,491689,Yes
8501,F,89.82,Others,54.9,Others,Commerce,70.95,Arts,Yes,82.6,Mkt&HR,73.52,Placed,477458,Yes
8502,F,62.27,Others,94.43,Central,Arts,90.49,Arts,Yes,61.88,Mkt&Fin,76.69,Placed,349749.259823577,Yes
8503,M,94.9,Central,86.04,Others,Science,85.19,Sci&Tech,Yes,65.55,Mkt&Fin,87.2,Placed,349749.259823577,Yes
8504,F,62.61,Others,87.97,Others,Commerce,85.63,Sci&Tech,No,68.49,Mkt&Fin,75.04,Not Placed,349749.259823577,No
8505,F,60.52,Central,75.54,Central,Commerce,66.16,Arts,Yes,61.88,Mkt&Fin,70.39,Not Placed,349749.259823577,No
8506,F,52.09,Central,61.57,Central,Arts,82.78,Comm&Mgmt,No,74.93,Mkt&HR,99.74,Not Placed,349749.259823577,No
8507,F,98,Central,90.77,Central,Commerce,69.92,Arts,Yes,79.92,Mkt&HR,57.52,Placed,349749.259823577,Yes
8508,M,76.55,Central,86.48,Central,Science,85.88,Comm&Mgmt,Yes,80.42,Mkt&Fin,84.45,Placed,349749.259823577,Yes
8509,F,54.4,Central,78.25,Others,Commerce,89.6,Arts,Yes,83.36,Mkt&HR,90.84,Placed,349749.259823577,Yes
8510,F,52.61,Central,86.45,Others,Science,53.12,Arts,Yes,95.69,Mkt&Fin,100,Not Placed,349749.259823577,No
8511,F,50.74,Others,51.3,Others,Science,69.99,Arts,No,76.83,Mkt&Fin,90.87,Not Placed,349749.259823577,No
8512,F,51.7,Central,65.9,Others,Science,90.56,Comm&Mgmt,No,94.5,Mkt&HR,60.95,Not Placed,349749.259823577,No
8513,F,50.59,Others,67.62,Others,Commerce,98.37,Sci&Tech,No,56.68,Mkt&HR,55.35,Not Placed,371408,No
8514,F,81,Central,59.19,Others,Arts,85.43,Sci&Tech,No,81.79,Mkt&HR,93.45,Not Placed,349749.259823577,No
8515,M,85.27,Others,72.42,Others,Arts,99.45,Arts,Yes,60.7,Mkt&Fin,86.97,Placed,228740,Yes
8516,F,76.51,Others,66.08,Others,Commerce,52.84,Sci&Tech,No,84.8,Mkt&HR,71.3,Placed,349749.259823577,Yes
8517,M,58.47,Central,57.58,Others,Arts,84.34,Comm&Mgmt,No,63.52,Mkt&HR,86.76,Placed,349749.259823577,Yes
8518,M,86.62,Others,81.2,Central,Commerce,77.46,Comm&Mgmt,Yes,90.34,Mkt&Fin,97.17,Not Placed,349749.259823577,No
8519,M,77.48,Central,54.39,Others,Commerce,93.64,Sci&Tech,No,68.84,Mkt&HR,79.68,Not Placed,349749.259823577,No
8520,F,95.95,Others,82.99,Others,Commerce,81.88,Comm&Mgmt,Yes,68.24,Mkt&HR,73.28,Placed,349749.259823577,Yes
8521,M,51.58,Others,95.28,Others,Commerce,91.14,Arts,Yes,67,Mkt&HR,71.04,Placed,349749.259823577,Yes
8522,F,98,Central,65.97,Others,Arts,79.75,Arts,No,93.51,Mkt&HR,92.39,Placed,349749.259823577,Yes
8523,F,63.73,Others,97.62,Others,Science,55.77,Arts,No,77.39,Mkt&HR,78.87,Placed,383027,Yes
8524,M,95.64,Central,66.78,Others,Arts,94.84,Arts,Yes,86.36,Mkt&Fin,93.26,Placed,349749.259823577,Yes
8525,F,80.57,Central,85.9,Central,Commerce,78.04,Comm&Mgmt,Yes,73.07,Mkt&HR,54.26,Not Placed,349749.259823577,No
8526,F,67.85,Central,77.96,Others,Arts,78.55,Sci&Tech,Yes,63.87,Mkt&Fin,97.23,Placed,349749.259823577,Yes
8527,M,93.46,Central,98.22,Others,Commerce,61.93,Comm&Mgmt,Yes,72.06,Mkt&HR,75.12,Not Placed,349749.259823577,No
8528,M,92.58,Others,54.29,Others,Commerce,66.4,Sci&Tech,No,95.26,Mkt&Fin,56.69,Not Placed,349749.259823577,No
8529,F,65.13,Central,98.02,Central,Arts,95.9,Sci&Tech,No,74.41,Mkt&HR,61.66,Not Placed,349749.259823577,No
8530,M,80.18,Others,86.31,Others,Science,56.18,Arts,No,73.75,Mkt&Fin,85.83,Placed,349749.259823577,Yes
8531,F,52.14,Central,62.28,Others,Science,67.94,Arts,Yes,82.53,Mkt&HR,77.06,Placed,244066,Yes
8532,F,70.35,Others,55.77,Others,Science,52.03,Arts,Yes,83.36,Mkt&HR,80.8,Placed,349749.259823577,Yes
8533,M,72.33,Central,68.47,Others,Commerce,69.67,Comm&Mgmt,Yes,55.05,Mkt&Fin,69.81,Not Placed,349749.259823577,No
8534,M,57.17,Central,86.74,Others,Science,78.9,Comm&Mgmt,No,89.85,Mkt&HR,84.94,Not Placed,349749.259823577,No
8535,M,80.45,Others,65.9,Central,Science,74.51,Sci&Tech,Yes,95.9,Mkt&HR,76.01,Not Placed,349749.259823577,No
8536,M,83.6,Others,81.47,Others,Commerce,86.29,Arts,Yes,67.66,Mkt&HR,54.84,Not Placed,349749.259823577,No
8537,F,76.29,Central,70.05,Central,Science,50.27,Arts,Yes,52.3,Mkt&Fin,91.84,Placed,349749.259823577,Yes
8538,F,73.07,Central,97.05,Central,Arts,77.15,Arts,Yes,93.72,Mkt&HR,62.72,Not Placed,295743,No
8539,F,83.82,Central,94.11,Central,Commerce,53.3,Sci&Tech,Yes,72.04,Mkt&Fin,53.94,Not Placed,349749.259823577,No
8540,F,76.37,Others,72.97,Central,Science,51.48,Sci&Tech,No,64.99,Mkt&HR,55.48,Placed,349749.259823577,Yes
8541,M,90.47,Central,63.38,Others,Science,89.18,Arts,No,50.25,Mkt&Fin,99.9,Placed,349749.259823577,Yes
8542,F,78.65,Others,75.48,Others,Arts,85.94,Comm&Mgmt,Yes,89.65,Mkt&HR,94.61,Placed,348895,Yes
8543,M,80.54,Central,91.64,Central,Science,82.59,Sci&Tech,Yes,68.26,Mkt&Fin,54.47,Placed,349749.259823577,Yes
8544,M,88.89,Others,59.87,Others,Commerce,58.39,Sci&Tech,No,90.61,Mkt&Fin,54.14,Not Placed,349749.259823577,No
8545,M,51.43,Central,76.03,Central,Commerce,76.49,Sci&Tech,No,84.71,Mkt&HR,73.88,Not Placed,349749.259823577,No
8546,M,62.33,Others,69.3,Central,Commerce,96.59,Sci&Tech,Yes,80.56,Mkt&HR,63.64,Not Placed,349749.259823577,No
8547,M,72.57,Central,89.16,Others,Arts,82.44,Comm&Mgmt,No,68.07,Mkt&HR,75.31,Placed,349749.259823577,Yes
8548,M,95.31,Others,96.74,Others,Commerce,93.97,Arts,Yes,84.51,Mkt&Fin,68.99,Not Placed,240868,No
8549,F,74.53,Others,57.01,Others,Commerce,83.91,Comm&Mgmt,Yes,56.68,Mkt&Fin,88.78,Placed,349749.259823577,Yes
8550,M,72.38,Central,59.34,Others,Commerce,98.36,Sci&Tech,Yes,67.42,Mkt&HR,92.39,Placed,210115,Yes
8551,M,51.25,Others,52.51,Others,Arts,59.1,Sci&Tech,No,85.21,Mkt&HR,85.05,Placed,349749.259823577,Yes
8552,F,63.37,Others,76.35,Others,Commerce,59.14,Comm&Mgmt,No,68.15,Mkt&HR,52.96,Not Placed,349749.259823577,No
8553,F,56.32,Others,58.55,Others,Science,55.22,Arts,No,58.96,Mkt&Fin,95.13,Placed,349749.259823577,Yes
8554,F,87.7,Others,68.48,Others,Science,80.65,Comm&Mgmt,No,81.03,Mkt&Fin,57.84,Not Placed,324217,No
8555,M,51.7,Central,90.97,Others,Commerce,57.69,Arts,Yes,54.39,Mkt&Fin,65.14,Placed,349749.259823577,Yes
8556,M,58.29,Central,57.28,Central,Science,59.73,Arts,Yes,63.38,Mkt&Fin,73.8,Not Placed,369156,No
8557,M,63.12,Others,59.02,Central,Arts,73.05,Arts,Yes,67.04,Mkt&HR,60.52,Placed,497772,Yes
8558,F,80.32,Central,74.6,Central,Arts,75.17,Arts,Yes,66.33,Mkt&HR,51.25,Not Placed,333052,No
8559,M,87.28,Others,74.23,Central,Arts,54.39,Comm&Mgmt,No,55.28,Mkt&Fin,69.14,Placed,349749.259823577,Yes
8560,M,74.75,Others,56.93,Others,Science,64.41,Arts,No,52.34,Mkt&HR,73.66,Not Placed,349749.259823577,No
8561,F,59,Others,82.32,Central,Arts,54.14,Arts,No,53.44,Mkt&HR,61.68,Not Placed,349749.259823577,No
8562,M,91.7,Others,75.42,Others,Science,60.25,Comm&Mgmt,No,61.92,Mkt&Fin,60.58,Not Placed,349749.259823577,No
8563,F,57.9,Others,63.19,Central,Science,75.33,Comm&Mgmt,Yes,97.69,Mkt&Fin,93.51,Not Placed,349749.259823577,No
8564,M,81.24,Others,53.48,Others,Science,60.71,Arts,No,95.07,Mkt&HR,98.09,Not Placed,349749.259823577,No
8565,M,88.23,Others,94.04,Central,Arts,86.19,Arts,No,64.17,Mkt&HR,99.94,Placed,349749.259823577,Yes
8566,M,54.28,Others,76.39,Central,Science,59,Comm&Mgmt,No,70.38,Mkt&Fin,99.65,Placed,313289,Yes
8567,F,56.48,Central,95.02,Others,Science,75.94,Arts,No,89.11,Mkt&HR,97.23,Placed,349749.259823577,Yes
8568,M,66.41,Central,50.56,Others,Commerce,51.96,Sci&Tech,No,93.14,Mkt&Fin,94.53,Placed,234222,Yes
8569,F,95.58,Others,71.4,Others,Commerce,66.27,Sci&Tech,Yes,67.07,Mkt&HR,96.31,Not Placed,349749.259823577,No
8570,F,86.17,Others,57.41,Others,Commerce,83.78,Sci&Tech,Yes,79.69,Mkt&HR,95.16,Not Placed,349749.259823577,No
8571,M,85.12,Others,86.08,Central,Arts,69.11,Comm&Mgmt,Yes,88.92,Mkt&HR,69.86,Not Placed,349749.259823577,No
8572,M,56.98,Others,89.99,Central,Commerce,93.92,Sci&Tech,No,57.38,Mkt&HR,58.76,Placed,471953,Yes
8573,M,85.92,Central,64.94,Others,Commerce,86.67,Arts,No,99.49,Mkt&HR,55.29,Placed,349749.259823577,Yes
8574,M,56.03,Others,93.34,Central,Commerce,52.66,Comm&Mgmt,Yes,65.96,Mkt&Fin,66.02,Not Placed,349749.259823577,No
8575,M,94.83,Others,69.61,Central,Arts,72.88,Arts,No,50.42,Mkt&Fin,87.8,Placed,349749.259823577,Yes
8576,F,89.68,Others,67.87,Central,Commerce,62.43,Sci&Tech,No,90.78,Mkt&Fin,70.69,Not Placed,301739,No
8577,F,64.08,Central,59.78,Others,Science,69.09,Comm&Mgmt,No,51.53,Mkt&Fin,62.56,Placed,313377,Yes
8578,F,65.53,Others,66.61,Central,Commerce,70.4,Sci&Tech,No,70.35,Mkt&Fin,93.73,Placed,347693,Yes
8579,F,60.66,Central,75.31,Central,Commerce,89.03,Comm&Mgmt,No,55.01,Mkt&HR,81.65,Placed,405941,Yes
8580,F,79.41,Others,65.49,Central,Science,74.37,Arts,No,66.56,Mkt&Fin,61.02,Not Placed,349749.259823577,No
8581,M,91.93,Others,90.45,Others,Commerce,80.51,Sci&Tech,No,94.82,Mkt&Fin,71.12,Placed,349749.259823577,Yes
8582,M,54.19,Central,62.71,Central,Commerce,94.72,Sci&Tech,No,69.39,Mkt&Fin,56.7,Not Placed,349749.259823577,No
8583,M,73.83,Central,76.14,Central,Commerce,50.64,Arts,Yes,86.82,Mkt&HR,67.21,Not Placed,349749.259823577,No
8584,M,93.18,Others,94.43,Central,Science,94.45,Arts,Yes,77.51,Mkt&Fin,98.59,Placed,390458,Yes
8585,F,83.49,Others,96.42,Central,Arts,66.66,Arts,No,57.95,Mkt&Fin,82.93,Not Placed,349749.259823577,No
8586,F,80.25,Others,82.21,Others,Arts,69.31,Sci&Tech,No,64.43,Mkt&HR,63.28,Not Placed,349749.259823577,No
8587,M,74.4,Others,88.51,Central,Science,54.11,Arts,Yes,66.38,Mkt&HR,64.33,Not Placed,349749.259823577,No
8588,M,95.82,Others,67.58,Central,Arts,85.85,Comm&Mgmt,Yes,73.78,Mkt&Fin,53.24,Not Placed,453753,No
8589,F,62.14,Central,84.64,Central,Science,90.75,Arts,Yes,60.82,Mkt&Fin,94.8,Placed,349749.259823577,Yes
8590,M,56.14,Others,92.15,Central,Arts,53.27,Arts,Yes,61.86,Mkt&HR,72.96,Not Placed,349749.259823577,No
8591,M,94.75,Others,86.64,Central,Commerce,62.68,Sci&Tech,No,70.1,Mkt&Fin,79.78,Not Placed,349749.259823577,No
8592,M,71.18,Others,59.08,Others,Arts,74.56,Arts,Yes,56.87,Mkt&Fin,70.89,Placed,391999,Yes
8593,F,67.14,Central,83.36,Others,Science,99.01,Sci&Tech,No,91.15,Mkt&HR,78.35,Placed,349749.259823577,Yes
8594,M,81.6,Others,62.32,Central,Science,55.86,Comm&Mgmt,Yes,85.25,Mkt&HR,72.97,Not Placed,218197,No
8595,M,52.63,Central,89.07,Others,Science,77.6,Comm&Mgmt,No,52.5,Mkt&Fin,52.7,Placed,401943,Yes
8596,F,81.77,Others,55.3,Central,Commerce,80.99,Arts,No,65.96,Mkt&Fin,84.91,Placed,349749.259823577,Yes
8597,M,78.35,Others,78.67,Central,Science,73.5,Arts,Yes,76.75,Mkt&HR,95.36,Not Placed,349749.259823577,No
8598,F,68.14,Central,76.85,Central,Science,70.25,Arts,Yes,64.08,Mkt&Fin,64.79,Not Placed,349749.259823577,No
8599,F,81.09,Central,86.92,Central,Commerce,58.34,Arts,Yes,82.76,Mkt&HR,74.09,Not Placed,349749.259823577,No
8600,F,94.54,Others,82.63,Others,Science,68.97,Comm&Mgmt,Yes,96.04,Mkt&HR,79.98,Placed,349749.259823577,Yes
8601,M,74.02,Others,86.52,Central,Arts,87.09,Arts,Yes,67.78,Mkt&Fin,63.2,Not Placed,264225,No
8602,M,51.63,Central,81.75,Others,Science,83.48,Comm&Mgmt,No,87.05,Mkt&Fin,90,Not Placed,258531,No
8603,F,78.83,Others,67.99,Central,Commerce,59.85,Comm&Mgmt,No,99.44,Mkt&HR,75.54,Placed,349749.259823577,Yes
8604,F,98.68,Central,99.54,Others,Commerce,73,Comm&Mgmt,No,95.51,Mkt&HR,71.42,Not Placed,349749.259823577,No
8605,M,70.92,Central,63.2,Central,Science,96.29,Sci&Tech,Yes,75.91,Mkt&HR,91.78,Placed,349749.259823577,Yes
8606,F,94.69,Central,73.94,Others,Arts,98.36,Sci&Tech,No,87.51,Mkt&Fin,92.51,Not Placed,349749.259823577,No
8607,M,78.36,Central,53.18,Others,Commerce,74.33,Comm&Mgmt,Yes,66.3,Mkt&HR,87.08,Not Placed,349749.259823577,No
8608,F,74.13,Others,75.76,Central,Arts,87.49,Comm&Mgmt,No,76.51,Mkt&Fin,85.06,Placed,349749.259823577,Yes
8609,M,66.42,Others,72.19,Central,Commerce,68.7,Arts,No,72.03,Mkt&Fin,73.61,Not Placed,406815,No
8610,F,80.21,Others,98.4,Central,Arts,73.41,Sci&Tech,Yes,50.58,Mkt&Fin,59.92,Placed,349749.259823577,Yes
8611,M,88.34,Others,68.27,Others,Science,95.24,Comm&Mgmt,Yes,89.16,Mkt&HR,66.92,Not Placed,349749.259823577,No
8612,M,57.06,Central,99.12,Others,Science,52.57,Comm&Mgmt,Yes,89.21,Mkt&Fin,84.42,Not Placed,349749.259823577,No
8613,M,57.37,Central,57.68,Others,Commerce,96.99,Comm&Mgmt,Yes,83.09,Mkt&HR,62.42,Not Placed,349749.259823577,No
8614,M,62.77,Others,50.48,Others,Commerce,52.7,Arts,No,91.11,Mkt&Fin,73.16,Placed,349749.259823577,Yes
8615,M,55.58,Central,70.38,Others,Commerce,62.35,Comm&Mgmt,No,90.88,Mkt&HR,55.23,Placed,266775,Yes
8616,M,68.36,Others,87.24,Central,Commerce,69.43,Arts,Yes,90.06,Mkt&Fin,88.65,Not Placed,349749.259823577,No
8617,F,62.49,Central,93.75,Central,Arts,67,Comm&Mgmt,Yes,67.93,Mkt&Fin,60.97,Placed,308399,Yes
8618,F,79.51,Central,52.48,Others,Science,81.1,Comm&Mgmt,No,71.49,Mkt&Fin,56.19,Placed,349749.259823577,Yes
8619,M,65.45,Central,84.67,Others,Science,81.11,Comm&Mgmt,Yes,92.46,Mkt&HR,66.77,Placed,349749.259823577,Yes
8620,F,58.76,Others,55.99,Central,Arts,54.56,Comm&Mgmt,Yes,58.57,Mkt&HR,84.81,Placed,349749.259823577,Yes
8621,M,97.19,Others,80.32,Others,Arts,84.64,Arts,Yes,96.75,Mkt&HR,74.85,Not Placed,349749.259823577,No
8622,F,77.82,Others,99.52,Central,Science,87.18,Comm&Mgmt,No,58.09,Mkt&Fin,71.41,Not Placed,349749.259823577,No
8623,M,70.85,Central,70.6,Others,Science,75.37,Sci&Tech,No,56.25,Mkt&Fin,98.94,Not Placed,349749.259823577,No
8624,M,90.98,Others,62.57,Others,Commerce,54.04,Comm&Mgmt,No,70.7,Mkt&HR,79.5,Placed,349749.259823577,Yes
8625,F,96.87,Others,74.38,Central,Science,77.38,Comm&Mgmt,Yes,94.44,Mkt&Fin,78.32,Placed,237591,Yes
8626,M,91.73,Others,53.94,Central,Commerce,84.63,Sci&Tech,Yes,82.45,Mkt&Fin,80.25,Placed,413864,Yes
8627,F,65.66,Central,60.01,Others,Arts,93.74,Comm&Mgmt,No,86.62,Mkt&Fin,71.39,Placed,349749.259823577,Yes
